2023,31180630031106,to_em_020,25
2023,31180611010402,to_em_020,7
2023,31180650020201,to_em_020,30
2023,31180530020105,to_em_020,8
2023,31180620010107,to_em_020,9
2023,31180550010901,to_em_020,13
2023,31180670010305,to_em_020,37
2023,31180630030006,to_em_020,2706
2023,31180540010101,to_em_020,18
2023,31180620010108,to_em_020,21
2023,31180560020002,to_em_020,208
2023,31180530050403,to_em_020,33
2023,31180630031005,to_em_020,10
2023,31180620040204,to_em_020,18
2023,31180560020001,to_em_020,60
2023,31180600010002,to_em_020,1006
2023,31180650010706,to_em_020,13
2023,31180630031006,to_em_020,7
2023,31180630030903,to_em_020,31
2023,31180670010103,to_em_020,11
2023,31180620010208,to_em_020,342
2023,31180620040104,to_em_020,6
2023,31180630020201,to_em_020,18
2023,31180560010004,to_em_020,91
2023,31180530030101,to_em_020,18
2023,31180670010903,to_em_020,41
2023,31180620040203,to_em_020,12
2023,31180630030202,to_em_020,43
2023,31180620010104,to_em_020,7
2023,31180670010902,to_em_020,4
2023,31180550010802,to_em_020,27
2023,31180520010001,to_em_020,749
2023,31180611010401,to_em_020,37
2023,31180530050306,to_em_020,5
2023,31180540010007,to_em_020,31
2023,31180620040306,to_em_020,5
2023,31180530050302,to_em_020,34
2023,31180611020302,to_em_020,14
2023,31180611030001,to_em_020,2486
2023,31180630031104,to_em_020,28
2023,31180530050004,to_em_020,114
2023,31180620010106,to_em_020,11
2023,31180630030101,to_em_020,9
2023,31180620040401,to_em_020,5
2023,31180670010002,to_em_020,467
2023,31180620040206,to_em_020,37
2023,31180630031007,to_em_020,21
2023,31180650010603,to_em_020,5
2023,31180611010302,to_em_020,31
2023,31180611030101,to_em_020,22
2023,31180630030009,to_em_020,42
2023,31180670011102,to_em_020,3
2023,31180510030003,to_em_020,236
2023,31180540010603,to_em_020,17
2023,31180530050107,to_em_020,35
2023,31180630020301,to_em_020,9
2023,31180520010101,to_em_020,93
2023,31180670011901,to_em_020,200
2023,31180530020406,to_em_020,9
2023,31180510050005,to_em_020,706
2023,31180630030401,to_em_020,25
2023,31180530020407,to_em_020,11
2023,31180560020006,to_em_020,52
2023,31180530070101,to_em_020,18
2023,31180630030801,to_em_020,9
2023,31180630030608,to_em_020,21
2023,31180630030007,to_em_020,16
2023,31180530010201,to_em_020,14
2023,31180650010303,to_em_020,8
2023,31180540010604,to_em_020,83
2023,31180620030001,to_em_020,1111
2023,31180620010304,to_em_020,14
2023,31180650030103,to_em_020,10
2023,31180630020203,to_em_020,10
2023,31180670010704,to_em_020,9
2023,31180620010605,to_em_020,13
2023,31180620040402,to_em_020,22
2023,31180660010001,to_em_020,392
2023,31180630030201,to_em_020,24
2023,31180560020003,to_em_020,72
2023,31180630030102,to_em_020,10
2023,31180550010012,to_em_020,171
2023,31180530050501,to_em_020,14
2023,31180630031004,to_em_020,6
2023,31180530050001,to_em_020,107
2023,31180530020104,to_em_020,6
2023,31180620010105,to_em_020,70
2023,31180550010002,to_em_020,102
2023,31180530070001,to_em_020,160
2023,31180630030601,to_em_020,6
2023,31180670010803,to_em_020,36
2023,31180550011001,to_em_020,40
2023,31180630010101,to_em_020,7
2023,31180560030803,to_em_020,12
2023,31180560030704,to_em_020,18
2023,31180540010002,to_em_020,94
2023,31180611030002,to_em_020,7074
2023,31180630030001,to_em_020,93
2023,31180620010508,to_em_020,11
2023,31180560030503,to_em_020,18
2023,31180670010301,to_em_020,7
2023,31180510050003,to_em_020,2155
2023,31180611030202,to_em_020,45
2023,31180530030004,to_em_020,76
2023,31180630030602,to_em_020,27
2023,31180560030701,to_em_020,12
2023,31180630030303,to_em_020,11
2023,31180530030506,to_em_020,6
2023,31180620010401,to_em_020,15
2023,31180530030203,to_em_020,9
2023,31180650010002,to_em_020,579
2023,31180670012003,to_em_020,36
2023,31180600010003,to_em_020,875
2023,31180630030507,to_em_020,52
2023,31180510030002,to_em_020,836
2023,31180650020106,to_em_020,54
2023,31180560030002,to_em_020,882
2023,31180670010303,to_em_020,13
2023,31180530030502,to_em_020,18
2023,31180560030005,to_em_020,77
2023,31180630030302,to_em_020,24
2023,31180530030408,to_em_020,13
2023,31180670010801,to_em_020,47
2023,31180600010005,to_em_020,975
2023,31180650020304,to_em_020,7
2023,31180620020004,to_em_020,1647
2023,31180630020202,to_em_020,37
2023,31180530010001,to_em_020,175
2023,31180630030504,to_em_020,2138
2023,31180530050308,to_em_020,21
2023,31180611030503,to_em_020,34
2023,31180650010202,to_em_020,16
2023,31180530050104,to_em_020,12
2023,31180620010008,to_em_020,89
2023,31180670011701,to_em_020,43
2023,31180611030102,to_em_020,33
2023,31180650020102,to_em_020,7
2023,31180650010602,to_em_020,38
2023,31180550010804,to_em_020,28
2023,31180670010904,to_em_020,6
2023,31180670010001,to_em_020,729
2023,31180510050006,to_em_020,588
2023,31180611030201,to_em_020,37
2023,31180550010015,to_em_020,35
2023,31180611010305,to_em_020,9
2023,31180611030501,to_em_020,31
